ID,SCORE,RANK
127501086,0.072382629,7481
127620842,0.041103125,10428
127699769,0.068684518,7777
127716126,0.030651629,11518
127723143,0.058089256,8707
127750776,0.200614333,2059
127926174,0.10588342,5363
127969399,0.170673609,2769
128034025,0.040226758,10505
128201280,0.089874268,6280
128212288,0.103360653,5500
128282280,0.095402658,5946
128340895,0.074536026,7325
128382353,0.055511713,8925
128571694,0.061317861,8418
128581741,0.280658007,962
128591544,0.06322068,8245
128593904,0.149714351,3430
128680903,0.023995101,11969
128707316,0.15397352,3287
128820537,0.0363065,10960
128839719,0.180968702,2476
128850119,0.097603261,5814
128952374,0.069031715,7739
129124747,0.109918654,5122
129216975,0.088473916,6366
129290614,0.047971487,9671
129317543,0.083000004,6716
129344554,0.191839933,2233
129396980,0.356229007,468
129444166,0.149051845,3464
129500292,0.091895878,6140
129513866,0.104210794,5451
129603725,0.17967397,2510
129628969,0.050124288,9440
129758246,0.052517831,9226
129805640,0.029378593,11613
129857309,0.033885062,11198
129980967,0.028320849,11687
130021404,0.062317491,8327
130056455,0.052219212,9256
130146673,0.100082099,5686
130177121,0.143114984,3715
130199000,0.05120796,9351
130359859,0.157325089,3193
130405812,0.056786597,8824
130428843,0.146223485,3593
130523332,0.035812676,11008
130609494,0.056960523,8807
130882790,0.052897513,9179
130921657,0.085256875,6556
130974305,0.064421713,8130
131092593,0.176393211,2597
131178624,0.052565455,9220
131295747,0.165245414,2929
131315270,0.043654025,10128
131330365,0.129881501,4220
131342539,0.137065589,3939
131348552,0.072018862,7516
131415000,0.107614517,5252
131624177,0.093929827,6020
131757514,0.100335479,5674
131893145,0.15832895,3152
131938106,0.066760838,7948
131977484,0.167594016,2860
132015056,0.032271326,11354
132056585,0.038426459,10741
132058157,0.146123111,3598
132189180,0.170808136,2766
132333389,0.254312932,1232
132468748,0.082091093,6792
132523777,0.104992986,5418
132542308,0.18684721,2358
132553766,0.195061386,2161
132665735,0.051246285,9345
132858867,0.049082398,9576
132886798,0.016936243,12180
132888336,0.09514612,5960
132938641,0.175213933,2635
132968970,0.086942792,6445
133252875,0.08097744,6862
133352101,0.120181382,4647
133389376,0.065536261,8049
133399663,0.118335247,4738
133409807,0.067664146,7866
133421981,0.066575885,7972
133543647,0.179132044,2524
133615388,0.184600294,2402
133622451,0.034943581,11091
133683242,0.077275753,7134
133695508,0.123384356,4507
133732356,0.101570845,5601
133793064,0.223483801,1668
133815115,0.470591247,144
134007151,0.134672821,4021
134272803,0.204894781,1975
134287562,0.136018038,3971
134347633,0.095870733,5919
134373656,0.083720922,6657
134572290,0.082461536,6755
134606438,0.036940455,10897
134618380,0.178343534,2550
134742139,0.06176573,8374
134762953,0.06300813,8268
134773725,0.128492534,4294
134921992,0.118202627,4747
134931175,0.10250473,5550
134935270,0.037180662,10881
134962098,0.032124937,11371
134998107,0.078546286,7031
135006385,0.05356282,9114
135042071,0.065750062,8043
135074562,0.024545848,11937
135091170,0.033114374,11278
135233196,0.03592658,10999
135357961,0.154134929,3283
135370888,0.062874675,8288
135419798,0.208796859,1902
135424216,0.046581566,9817
135472540,0.175253272,2633
135489586,0.176082373,2610
135715801,0.043138266,10187
135716419,0.078237236,7051
135804993,0.251194894,1269
135809353,0.022526622,12040
135857247,0.072564602,7463
135880126,0.474583149,136
136001455,0.417501628,250
136125714,0.137301445,3930
136131628,0.066149175,8016
136140501,0.069725215,7688
136203249,0.388032675,339
136209559,0.064404726,8135
136239723,0.168806612,2821
136302854,0.243832469,1372
136332380,0.059198141,8614
136368372,0.386069119,345
136616675,0.048667014,9619
136627740,0.063878953,8183
136679060,0.397948623,313
136751982,0.048489273,9628
136766705,0.08364588,6663
136839416,0.450116932,178
137019212,0.123624206,4498
137259676,0.214988172,1800
137326327,0.057323873,8780
137362579,0.088639259,6355
137371595,0.046121597,9861
137393389,0.074045897,7356
137396260,0.131471992,4140
137396651,0.137190342,3934
137452312,0.47885406,129
137475129,0.035946786,10997
137649472,0.081427217,6830
137685047,0.073949099,7361
137687746,0.194067121,2186
137698299,0.068230808,7822
137751402,0.036902726,10901
137766849,0.166745842,2888
137814190,0.047671318,9703
137853102,0.124430954,4461
138124726,0.161923528,3052
138170527,0.05540067,8946
138321473,0.158890426,3134
138330007,0.195215166,2156
138452040,0.0234828,11992
138456157,0.12386179,4488
138588251,0.076167822,7216
138695603,0.035025835,11082
138930767,0.046729147,9797
139010456,0.137702584,3918
139011979,0.089167297,6327
139026352,0.156001687,3227
139033936,0.039854348,10561
139044945,0.053897619,9087
139050875,0.351605654,491
139247865,0.066690445,7959
139257733,0.151370049,3375
139272011,0.488324106,118
139340596,0.025734186,11878
139351045,0.524164319,77
139357660,0.140102684,3829
139406545,0.078516483,7032
139475081,0.210598767,1869
139504307,0.214157283,1819
139589549,0.033474386,11240
139676955,0.0592677,8602
139782545,0.053871393,9092
139806190,0.09384346,6027
139879859,0.066067576,8023
139911954,0.149776816,3426
139913292,0.027988017,11714
139930296,0.343791902,532
139946234,0.366624832,418
139958081,0.06596005,8030
140004594,0.328214765,615
140019671,0.061168909,8433
140096962,0.154456198,3271
140228611,0.076127708,7221
140278530,0.095305204,5950
140324416,0.062004745,8356
140466781,0.062188029,8341
140592105,0.022460938,12042
140621418,0.020982444,12096
140707333,0.090989411,6217
140819786,0.035680354,11021
140965913,0.162688255,3019
140979937,0.14726001,3549
141321004,0.074532449,7326
141359228,0.0653404,8063
141417993,0.153710544,3293
141423619,0.020493388,12112
141594431,0.119549453,4682
141639629,0.23714298,1455
141660767,0.084484458,6612
141692991,0.089870691,6281
141694740,0.075288653,7275
141811718,0.210407794,1871
141881665,0.044208407,10069
141899970,0.093574524,6040
142134337,0.314655721,699
142200764,0.263752341,1124
142210830,0.029764354,11581
142231373,0.07538873,7268
142401844,0.067502677,7883
142535862,0.23787421,1443
142544362,0.035420775,11046
142626824,0.449967086,180
142678179,0.25201261,1263
142841017,0.181566179,2464
143068288,0.045017838,9996
143125234,0.166944623,2881
143386974,0.162797868,3012
143456080,0.067943811,7847
143778331,0.096630096,5875
143867762,0.146804214,3570
144130021,0.031103969,11480
144162121,0.164980948,2944
144248283,0.139415562,3861
144281748,0.038698196,10707
144299948,0.033737481,11216
144323124,0.184312224,2407
144412214,0.148611963,3482
144611708,0.100714684,5650
144612756,0.03875649,10699
144641509,0.091882527,6141
144663109,0.057890177,8720
144752939,0.169918716,2790
144910919,0.036893249,10903
145005621,0.055280745,8955
145075893,0.036881387,10906
145231764,0.345904768,517
145270157,0.074999273,7294
145433304,0.040953279,10444
145460100,0.179934025,2501
145620331,0.142971814,3725
145760466,0.120936394,4615
145785660,0.122688949,4545
145952857,0.042237282,10286
145977219,0.10061866,5657
145989155,0.142037153,3755
145992696,0.020460844,12114
146017318,0.079646111,6952
146019173,0.175153434,2636
146037603,0.147921741,3518
146046422,0.227147996,1608
146228048,0.059082091,8622
146315537,0.059102952,8619
146488733,0.057456255,8769
146515043,0.062877178,8287
146589381,0.076564312,7179
146684443,0.096259117,5897
146826994,0.021679401,12073
146867198,0.34527415,522
146869696,0.086985052,6442
146872310,0.095110118,5963
147009666,0.054983616,8982
147099857,0.350490153,494
147146829,0.064522505,8124
147217096,0.086775422,6452
147244778,0.052344322,9244
147434427,0.144777417,3653
147434996,0.264092982,1118
147575308,0.146828949,3569
147651129,0.081073999,6854
147680594,0.159341276,3118
147694597,0.148324192,3497
147794907,0.057177365,8791
147810683,0.105484188,5396
147878125,0.038413227,10744
147911359,0.219388843,1724
147932865,0.038634956,10713
148093793,0.072379649,7482
148102726,0.036579967,10941
148262664,0.04681474,9787
148534747,0.052766085,9197
148684202,0.100558221,5661
148909199,0.054373324,9044
148968354,0.058358967,8688
149001395,0.094826043,5977
149202270,0.073709488,7380
149542043,0.173726797,2669
149612258,0.073057115,7425
149642240,0.061137557,8438
149750106,0.075770199,7253
149891422,0.127710283,4332
150013282,0.037479937,10853
150026032,0.147888958,3520
150321620,0.132846475,4081
150371606,0.040173531,10513
150381467,0.027362406,11765
150388834,0.091051757,6213
150456776,0.204352021,1988
150494947,0.087484181,6419
150531769,0.249432802,1291
150614462,0.19692719,2120
150622920,0.062101185,8347
150773910,0.478089809,130
150901772,0.025002182,11915
150931418,0.051212072,9350
150949614,0.088037491,6386
151031153,0.068287134,7816
151052558,0.035587013,11030
151098527,0.10664326,5315
151106543,0.042105794,10300
151350026,0.04333806,10169
151368763,0.02753216,11747
151380628,0.155258358,3251
151396317,0.047781825,9688
151427610,0.132907808,4080
151459864,0.031503499,11434
151612793,0.049547017,9519
151695901,0.151890397,3358
151705459,0.09755975,5819
151940868,0.21320343,1833
151942956,0.011808336,12216
152071750,0.054915369,8993
152075070,0.151320815,3379
152119931,0.469163716,145
152164471,0.100923359,5633
152280115,0.073311985,7409
152303666,0.050675869,9391
152416112,0.05008924,9446
152426134,0.09184593,6146
152532359,0.046401799,9830
152592875,0.050550103,9405
152629512,0.046551347,9820
152714292,0.105775535,5373
152749741,0.056183815,8869
152758822,0.031841993,11408
152790208,0.039167047,10647
152811863,0.045400918,9945
152851136,0.117642224,4782
152869833,0.038513839,10726
152892752,0.230725884,1546
152925361,0.049658298,9502
153045386,0.105592728,5384
153073094,0.272348881,1046
153236688,0.329576135,606
153294456,0.052195549,9259
153460457,0.04733336,9736
153524316,0.109811068,5129
153588827,0.067560196,7879
153628078,0.054772437,9004
153649839,0.19628185,2132
153667299,0.16556555,2919
153796331,0.212421298,1846
153951822,0.02743721,11758
153979297,0.100875258,5636
153995393,0.054957092,8989
153998475,0.210272133,1876
154002928,0.177400112,2575
154300622,0.071153998,7581
154337882,0.110541999,5092
154356467,0.064088464,8167
154456714,0.220643163,1705
154468746,0.028142691,11702
154483835,0.031592965,11428
154507088,0.045163929,9980
154547144,0.115423322,4870
154557925,0.061738372,8375
154575838,0.350864828,493
154660889,0.145871043,3608
154668079,0.174536228,2652
154707583,0.080290079,6914
154793654,0.224517524,1650
154868461,0.186139047,2373
154889646,0.070149839,7652
154891010,0.131386876,4147
154896354,0.265845954,1105
154919220,0.021063805,12092
154955825,0.057501316,8763
155077628,0.122049987,4568
155080005,0.048546553,9622
155087853,0.15237242,3343
155281008,0.253597558,1241
155294842,0.088818669,6340
155372484,0.102401018,5558
155406023,0.059385419,8592
155696120,0.043876946,10099
155833120,0.041197836,10418
155883185,0.085221827,6558
155908081,0.57243073,48
155914622,0.032013237,11388
155916114,0.025428355,11891
155939294,0.088618279,6358
155990503,0.141013861,3793
156093212,0.56600976,52
156116280,0.314170957,703
156228765,0.404053867,299
156243238,0.146909058,3564
156563436,0.177515388,2574
156658554,0.027161896,11774
156788348,0.046353638,9834
156889554,0.046914816,9777
156958100,0.112493634,5013
156963628,0.1051386,5415
157009775,0.057761371,8729
157142265,0.252953112,1250
157193337,0.055026174,8978
157222536,0.028637946,11661
157304125,0.042603374,10246
157418027,0.064771593,8108
157525393,0.19560957,2146
157542851,0.09187597,6142
157574552,0.524188817,76
157764598,0.231628239,1531
157818709,0.028577089,11667
157854920,0.089532256,6309
157855104,0.138416827,3894
157908526,0.051854432,9282
158034834,0.040400445,10494
158051504,0.11183852,5040
158083062,0.030647159,11519
158192186,0.140850663,3800
158209939,0.08846271,6367
158363727,0.034074485,11170
158371284,0.287271857,900
158413153,0.2180444,1748
158446141,0.165780723,2910
158453017,0.068246663,7820
158453215,0.041426957,10393
158465626,0.245660186,1344
158568468,0.030191362,11558
158641890,0.067000806,7922
158725162,0.132734001,4084
158756263,0.050017893,9457
158764367,0.305807531,746
158871349,0.310663462,722
158893192,0.073521793,7396
158930273,0.124332368,4466
158957103,0.065094173,8084
159011142,0.107003987,5294
159057529,0.217946053,1751
159087299,0.247038662,1324
159153794,0.221081078,1699
159246037,0.060115755,8532
159337539,0.435778618,215
159504395,0.258477271,1181
159513463,0.040213048,10507
159529955,0.062884212,8286
159622005,0.019467473,12141
159648011,0.076025009,7228
159755690,0.114295185,4919
159758861,0.141637921,3775
159907246,0.082965791,6718
159991422,0.04203701,10310
160150395,0.066962481,7925
160226498,0.351276755,492
160395592,0.190380454,2276
160440309,0.528925002,70
160469728,0.172570169,2702
160481184,0.045788825,9902
160539262,0.16075778,3084
160579210,0.030207098,11556
160624169,0.04713434,9756
160717666,0.205848217,1956
160798565,0.230370581,1557
160817606,0.356115341,470
160997932,0.252320111,1259
161022153,0.078857183,7009
161135162,0.119357944,4691
161183095,0.370286167,401
161242933,0.040031731,10529
161415889,0.034619868,11117
161447506,0.171425939,2744
161500674,0.046200752,9852
161521038,0.258792341,1178
161600831,0.090897799,6224
161884408,0.03572911,11016
161935043,0.137200296,3933
162119540,0.117458701,4787
162140652,0.044468522,10048
162230176,0.076376796,7199
162263439,0.164974332,2945
162298573,0.043495119,10151
162431695,0.057005763,8799
162504640,0.148307264,3500
162728904,0.139533579,3855
162775213,0.072783768,7446
162808691,0.162835956,3009
162821185,0.048493028,9627
162874832,0.103638053,5480
163103089,0.116531372,4820
163130263,0.093846738,6026
163159705,0.141758561,3766
163192472,0.087685168,6413
163290733,0.292018712,854
163291058,0.026562214,11828
163414268,0.107130051,5282
163455370,0.015012443,12198
163481888,0.205302894,1969
163509642,0.028405845,11684
163510481,0.039910197,10549
163609212,0.489138663,117
163638407,0.068175256,7828
163720344,0.250669777,1275
163803083,0.020390451,12118
163913957,0.169959068,2789
163994220,0.044361949,10054
164083915,0.111363113,5064
164084733,0.057647407,8741
164278032,0.020682096,12104
164300016,0.107741356,5244
164353011,0.102308273,5561
164362624,0.070489407,7627
164369324,0.180433989,2488
164473903,0.158941031,3132
164596519,0.147987247,3513
164684693,0.046359956,9833
164718690,0.215343893,1794
164778328,0.150538325,3402
164834706,0.024851561,11922
164950087,0.132456481,4089
164960585,0.051308095,9335
165043275,0.53232488,69
165103823,0.126367927,4385
165131829,0.084424794,6614
165142344,0.178602457,2539
165195412,0.055161774,8964
165415542,0.102205813,5567
165488561,0.210716963,1867
165500464,0.046254873,9844
165611047,0.076889098,7158
165644053,0.055761397,8905
165689607,0.144536436,3661
165808281,0.022727728,12027
165839901,0.151087224,3385
165912428,0.133143663,4069
165988592,0.146007895,3602
166018910,0.151496887,3369
166161728,0.019672215,12136
166242397,0.032853067,11302
166391382,0.154713511,3262
166461414,0.190571785,2269
166487677,0.10158211,5600
166591486,0.092412472,6113
166595968,0.104427397,5447
166606537,0.299963772,785
166624315,0.207217038,1930
166674227,0.161511302,3067
166682312,0.208504975,1908
166749737,0.276046693,1005
166804684,0.059443951,8589
166858505,0.02939409,11610
166917488,0.059964478,8548
167001474,0.056814611,8820
167034270,0.103481114,5490
167087739,0.324878216,640
167099624,0.128792465,4279
167116795,0.245616317,1345
167121943,0.134766459,4019
167226756,0.131657064,4126
167242462,0.02665776,11818
167272905,0.082330167,6770
167407097,0.112853765,4996
167424290,0.241160154,1403
167530988,0.071432114,7555
167570779,0.023118317,12011
167620010,0.139464378,3858
167782456,0.097795784,5800
167814831,0.061076641,8446
167833972,0.236133695,1473
167980708,0.359531939,454
167983065,0.08436352,6616
168019943,0.067055047,7918
168062510,0.101194263,5621
168092212,0.141950667,3759
168278422,0.10657829,5317
168375171,0.37616086,374
168404336,0.103838623,5473
168509630,0.095809937,5921
168515983,0.150923431,3394
168649470,0.066916227,7929
168883481,0.100152552,5680
168966613,0.089453697,6314
169108981,0.022894502,12021
169114311,0.028618336,11663
169241005,0.070082545,7657
169267588,0.099779665,5702
169284190,0.051644087,9298
169342283,0.119421721,4688
169515929,0.056118309,8876
169571556,0.123313308,4512
169617934,0.060768604,8473
170132239,0.348343968,506
170146538,0.035233736,11063
170231618,0.055436194,8936
170247630,0.176372588,2598
170310700,0.084277809,6621
170534804,0.053728819,9105
170611222,0.134414792,4029
170717021,0.119817793,4672
170794806,0.058994889,8633
170901820,0.228689194,1584
170936439,0.16778475,2855
171089792,0.110437334,5098
171142894,0.068850994,7759
171166702,0.144000709,3681
171443256,0.053539634,9115
171481941,0.079716146,6944
171489262,0.06852001,7794
171503613,0.0677284,7859
171539237,0.074345887,7340
171609790,0.154014051,3285
171711187,0.50615111,92
171737061,0.126534045,4376
171814718,0.026523113,11831
171833676,0.043159306,10185
171847683,0.087166131,6435
171877403,0.063912272,8181
171888324,0.176262021,2604
171931381,0.055929959,8888
172002545,0.082672656,6736
172121489,0.395723462,319
172182938,0.052051246,9265
172275142,0.064175844,8157
172360165,0.108138442,5220
172441604,0.024330437,11948
172451176,0.054438949,9040
172458667,0.12319392,4518
172532646,0.180159926,2494
172661130,0.030082464,11566
172796143,0.04542166,9943
172984838,0.534593135,65
173215214,0.077945113,7077
173272548,0.126072407,4399
173326149,0.100736558,5647
173421150,0.461004019,163
173687005,0.207896531,1919
173849031,0.181845367,2458
173888959,0.074704707,7313
173918628,0.271045804,1057
174008661,0.33018291,604
174046525,0.07234323,7488
174096476,0.094903827,5975
174110024,0.512692094,87
174131528,0.03299886,11285
174144468,0.116733789,4810
174152428,0.068487287,7797
174191791,0.09119159,6195
174200414,0.071472228,7551
174242247,0.083976984,6640
174446145,0.069995284,7668
174637109,0.22433728,1653
174669861,0.257792294,1193
174752267,0.054856837,8999
174809265,0.034396172,11139
174850193,0.140699685,3810
174869778,0.141987085,3756
174870625,0.110743523,5086
174881942,0.20218116,2026
174933053,0.146686435,3575
174941840,0.046590507,9815
174942807,0.031763554,11414
174988055,0.590618759,37
175030885,0.142820477,3728
175095854,0.037353873,10864
175189016,0.018420339,12158
175491389,0.141786814,3764
175607295,0.044854641,10015
175640212,0.257607281,1198
175662960,0.03035897,11542
175678531,0.06514442,8080
175687436,0.101589203,5599
175688410,0.037558079,10843
175820487,0.054766595,9007
175874763,0.122869492,4535
175995215,0.047414482,9726
176109241,0.045608401,9921
176242868,0.144121885,3676
176352081,0.191755712,2236
176375515,0.109217703,5165
176536697,0.278089404,982
176547873,0.33593148,570
176648656,0.02672416,11810
176754516,0.076821625,7162
176786999,0.065534174,8050
176797227,0.144418299,3664
177030139,0.175797582,2616
177161389,0.282234311,945
177210855,0.12306869,4523
177294013,0.210024178,1879
177377400,0.206185341,1946
177440238,0.0378142,10806
177444407,0.045796633,9900
177552342,0.085299134,6550
177583988,0.062301993,8330
177585735,0.163720906,2986
177623538,0.042571962,10249
177641227,0.089606583,6299
177747985,0.217319071,1760
177780900,0.065224946,8075
177894280,0.179323852,2519
177912504,0.083539248,6667
177966579,0.080771506,6876
178089870,0.048426032,9637
178118427,0.03308636,11282
178140376,0.301489949,777
178195031,0.106098056,5349
178289200,0.174396634,2654
178315305,0.101682425,5592
178486570,0.063675165,8202
178698354,0.697251618,5
178723846,0.038553298,10721
178766952,0.095508277,5939
178795063,0.081139505,6848
179079326,0.077699184,7099
179122225,0.050064802,9450
179183237,0.141935468,3760
179244758,0.075874388,7243
